order_id,order_ts,store_id,product_id,quantity,unit_price,discount_pct,status
O00231,2026-07-05 10:42:58,S001,P006,2,7500,0,COMPLETED
O00232,2026-07-09 12:38:27,S001,P001,1,4500,0,COMPLETED
O00233,2026-07-03 10:33:27,S001,P004,3,4800,0,CANCELLED
O00234,2026-07-04 11:38:22,S001,P001,1,4500,0,COMPLETED
O00235,2026-07-10 16:34:27,S003,P003,2,5500,0,COMPLETED
O00236,2026-07-01 14:11:22,S001,P006,1,7500,0,COMPLETED
O00237,2026-07-12 13:10:52,S003,P006,1,7500,0,COMPLETED
O00238,2026-07-05 10:06:52,S001,P001,2,4500,0,COMPLETED
O00239,2026-07-12 07:51:56,S001,P006,-1,7500,10,COMPLETED
O00240,2026-07-14 19:06:45,S001,P005,1,5500,0,COMPLETED
O00241,2026-07-09 15:09:03,S003,P004,1,4800,0,COMPLETED
O00242,2026-07-10 09:16:38,S002,P007,2,3000,0,COMPLETED
O00243,2026-07-06 12:54:31,S003,P001,2,4500,0,COMPLETED
O00244,2026-07-09 13:54:28,S003,P006,1,7500,0,COMPLETED
O00245,2026-07-12 17:26:38,S003,P002,1,5000,10,COMPLETED
O00246,2026-07-14 13:05:42,S002,P004,1,4800,0,COMPLETED
O00247,2026-07-03 12:59:56,S002,P002,1,5000,0,COMPLETED
O00248,2026-07-08 12:25:17,S003,P006,2,7500,0,COMPLETED
O00249,2026-07-01 13:36:51,S001,P005,2,5500,0,COMPLETED
O00250,2026-07-03 14:22:30,S003,P006,3,7500,0,COMPLETED
O00251,2026-07-11 09:47:44,S003,P003,1,5500,0,COMPLETED
O00252,2026-07-06 15:13:18,S001,P004,1,4800,0,COMPLETED
O00253,2026-07-12 18:52:20,S002,P002,2,5000,30,COMPLETED
O00254,2026-07-13 07:34:51,S002,P006,1,7500,0,COMPLETED
O00255,2026-07-03 16:25:07,S001,P005,1,5500,0,COMPLETED
O00256,2026-07-07 10:40:19,S002,P002,2,5000,0,COMPLETED
O00257,2026-07-13 12:44:36,S003,P001,1,4500,10,COMPLETED
O00258,2026-07-02 20:32:03,S001,P002,1,5000,0,CANCELLED
O00259,2026-07-08 09:26:04,S002,P003,1,5500,0,COMPLETED
O00260,2026-07-05 20:31:01,S001,P001,1,4500,10,COMPLETED
O00261,2026-07-11 13:30:12,S001,P005,1,5500,0,completed
O00262,2026-07-10 18:51:30,S002,P005,1,5500,0,COMPLETED
O00263,2026-07-01 13:09:22,S003,P001,1,4500,0,COMPLETED
O00264,2026-07-10 11:24:12,S003,P006,1,7500,10,COMPLETED
O00265,2026-07-01 17:06:57,S002,P004,2,4800,0,COMPLETED
O00266,2026-07-10 18:58:23,S001,P002,1,5000,0,COMPLETED
O00267,2026-07-03 14:21:57,S001,P001,1,4500,0,COMPLETED
O00268,2026-07-05 18:36:20,S002,P007,1,3000,0,COMPLETED
O00269,2026-07-05 08:35:10,S001,P004,3,4800,0,CANCELLED
O00270,2026-07-05 10:41:26,S001,P001,1,4500,0,COMPLETED
O00271,2026-07-04 15:08:52,S002,P003,3,5500,20,COMPLETED
O00272,2026-07-13 19:23:40,S003,P005,1,5500,0,COMPLETED
O00273,2026-07-05 16:34:34,S001,P005,2,5500,20,COMPLETED
O00274,2026-07-07 12:40:25,S001,P001,2,4500,0,COMPLETED
O00275,2026-07-09 20:10:58,S003,P008,1,4200,0,COMPLETED
O00276,2026-07-03 14:57:04,S002,P005,1,5500,0,COMPLETED
O00277,2026-07-11 20:57:11,S001,P005,1,5500,,COMPLETED
O00278,2026-07-12 14:45:39,S002,P005,1,5500,0,COMPLETED
O00279,2026-07-13 13:09:02,S002,P005,2,5500,0,COMPLETED
O00280,2026-07-05 13:06:23,S003,P003,2,5500,0,COMPLETED
O00281,2026-07-13 14:08:50,S003,P004,1,4800,0,COMPLETED
O00282,2026-07-07 09:17:48,S002,P008,1,4200,0,COMPLETED
O00283,2026-07-14 19:45:37,S002,P002,3,5000,0,COMPLETED
O00284,2026-07-06 17:11:46,S003,P007,1,3000,0,CANCELLED
O00285,2026-07-08 15:07:44,S003,P007,2,3000,0,COMPLETED
O00286,2026-07-12 08:29:45,S001,P005,1,5500,0,COMPLETED
O00287,2026-07-05 19:19:49,S001,P007,1,3000,10,COMPLETED
O00288,2026-07-14 17:19:12,S002,P002,1,5000,0,COMPLETED
O00289,2026-07-01 18:16:28,S001,P008,1,4200,0,COMPLETED
O00290,2026-07-03 12:24:00,S001,P005,1,5500,10,COMPLETED
O00291,2026-07-10 13:51:40,S001,P001,1,4500,0,COMPLETED
O00292,2026-07-12 20:40:32,S001,P001,1,4500,0,COMPLETED
O00293,2026-07-13 21:52:01,S001,P008,1,4200,0,COMPLETED
O00294,2026-07-04 21:20:21,S002,P002,1,5000,0,CANCELLED
O00295,2026-07-03 07:59:21,S001,P001,2,4500,10,COMPLETED
O00296,2026-07-02 13:47:40,S003,P002,2,5000,10,COMPLETED
O00297,2026-07-01 16:35:52,S001,P007,1,3000,0,COMPLETED
O00298,2026-07-08 12:08:37,S003,P007,2,3000,0,COMPLETED
O00173,2026-07-10 21:08:09,S003,P007,2,3000,0,COMPLETED
