order_id,order_ts,store_id,product_id,quantity,unit_price,discount_pct,status
O00156,2026-07-02 14:42:28,S001,P002,1,5000,0,COMPLETED
O00157,2026-07-04 08:26:00,S003,P001,2,4500,0,COMPLETED
O00158,2026-07-12 15:24:23,S003,P002,1,5000,0,COMPLETED
O00159,2026-07-03 10:51:53,S002,P004,3,4800,0,COMPLETED
O00160,2026-07-11 21:18:30,S002,P001,1,4500,0,COMPLETED
O00161,2026-07-03 18:14:16,S002,P003,2,5500,0,CANCELLED
O00162,2026-07-09 10:26:32,S003,P006,1,7500,10,CANCELLED
O00163,2026-07-04 21:49:35,S003,P008,1,4200,0,COMPLETED
O00164,2026-07-05 11:15:46,S001,P002,1,5000,10,COMPLETED
O00165,2026-07-02 11:18:25,S002,P002,1,5000,0,CANCELLED
O00166,2026-07-01 19:49:52,S002,P003,1,5500,0,COMPLETED
O00167,2026-07-03 13:11:48,S002,P001,2,4500,0,COMPLETED
O00168,2026-07-13 07:39:23,S002,P002,1,5000,10,COMPLETED
O00169,2026-07-12 18:38:01,S001,P001,1,4500,0,COMPLETED
O00170,2026-07-07 14:54:45,S001,P001,2,4500,0,COMPLETED
O00171,2026-07-01 19:42:42,S003,P001,1,4500,0,CANCELLED
O00172,2026-07-13 12:23:37,S001,P001,1,4500,10,COMPLETED
O00173,2026-07-10 21:08:09,S003,P007,2,3000,0,COMPLETED
O00174,2026-07-11 18:29:56,S002,P006,1,7500,0,COMPLETED
O00175,2026-07-01 20:09:04,S003,P002,3,5000,0,completed
O00176,2026-07-13 15:06:18,S001,P003,1,5500,0,COMPLETED
O00177,2026-07-14 19:28:01,S002,P003,1,5500,0,COMPLETED
O00178,2026-07-05 14:17:29,S003,P002,1,5000,0,COMPLETED
O00179,2026-07-05 12:47:38,S003,P007,3,3000,0,COMPLETED
O00180,2026-07-02 11:18:27,S002,P002,1,5000,0,COMPLETED
O00181,2026-07-04 09:26:59,S001,P005,1,5500,0,COMPLETED
O00182,2026-07-11 10:30:48,S001,P002,1,5000,0,COMPLETED
O00183,2026-07-03 13:28:05,S003,P006,1,7500,0,COMPLETED
O00184,2026-07-03 13:25:21,S002,P001,1,4500,0,COMPLETED
O00185,2026-07-08 17:22:40,S003,P005,1,5500,0,COMPLETED
O00186,2026-07-04 17:52:36,S002,P002,1,5000,0,COMPLETED
O00187,2026-07-09 21:58:00,S001,P001,1,4500,0,COMPLETED
O00188,2026-07-14 11:31:41,S001,P006,1,7500,0,COMPLETED
O00189,2026-07-09 21:11:04,S002,P004,3,4800,0,COMPLETED
O00190,2026-07-09 11:03:51,S002,P007,1,3000,10,COMPLETED
O00191,2026-07-08 15:43:11,S002,P003,1,5500,0,COMPLETED
O00192,2026-07-02 10:04:35,S001,P005,1,5500,0,COMPLETED
O00193,2026-07-04 18:24:55,S003,P003,3,5500,0,COMPLETED
O00194,2026-07-06 13:58:54,S003,P005,1,5500,10,COMPLETED
O00195,2026-07-02 14:46:29,S003,P001,2,4500,0,COMPLETED
O00196,2026-07-10 08:31:18,S001,P002,1,5000,20,COMPLETED
O00197,2026-07-10 11:13:00,S002,P002,2,5000,0,COMPLETED
O00198,2026-07-03 21:24:08,S002,P002,1,5000,0,COMPLETED
O00199,2026-07-05 09:33:10,S002,P001,1,4500,0,COMPLETED
O00042,2026-07-03 15:23:43,S002,P002,1,5000,0,COMPLETED
